#,Address,OP,Points,Alpha Gal,Ape Warrior Redux,Base of Bored,Bored 101,Bored Council,Bored Survivors,Bored Town,Bored WOW,Catens,Faceless Portraits,Faceless Totz,Mangmoom,MONO is Bored,Nova Ape,NovaNaut,Robonaut,RoboSkull,The Vintract,Zkalien
55,0xae9E6e806838eFfB20f1bA5c36F5E79F4D501062,TBA,51,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
55,0xb565E41E6d80b2fC0C09068858fa81BC2FcC9591,TBA,51,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
55,0xb7370Ca90CF00C0F85e7158BB9E1f61d6935D294,TBA,51,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
55,0xbEaB0fC87A814d54D5DefEf52C83234b9Af10035,TBA,51,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
55,0xbF1dAc60194bC2f3A83314Bc18DE1060a860D0da,TBA,51,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
55,0xbe671da016C3a9c5f252f0c8d90dbaA766bc1753,TBA,51,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
55,0xc1d36050f909Fad617C4d47CB1119A6428Ea0Cc0,TBA,51,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
55,0xc48d912C6596a0138e058323fD9929209A66Cfd8,TBA,51,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
55,0xc86952FFc1690cE32e008e8c68543ff9e713780e,TBA,51,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
55,0xcb3cBa36707C5070b94aFbDcCE31f8Da4Ce54101,TBA,51,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
55,0xcc4548de1871eAeD6F03a11e524EbEF7B26d6d9a,TBA,51,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
55,0xceA110CF871ba2F88262AAba1026C371DA930a51,TBA,51,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
55,0xd3fA40b89a890D97FF76986096809620D4622417,TBA,51,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
55,0xd83E048e9caA5521CA5A1df17cB2a03d5d344654,TBA,51,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
55,0xd8e36Cd26A35B8Fe0443560Ad957BcC729Ade10c,TBA,51,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
55,0xdda24F18Eb2E35123200b9eaA668Cdf87DE58388,TBA,51,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
55,0xe31ca893B9e7D221eEc832416372A851BA5b0071,TBA,51,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
55,0xe33A461f355BB98842FEE44A4D808c86eec303D3,TBA,51,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
55,0xe66e1E9E37E4e148b21Eb22001431818E980d060,TBA,51,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
55,0xeF9C296A20E9C547dE99A33d9A8CC555F37455ea,TBA,51,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
55,0xec1668b99964a80683403Bf19d112570D5e236c6,TBA,51,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
55,0xfc9E5D04Bb9a5B3AE6aA353B529ee7a6EeaDDf03,TBA,51,1,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
191,0x04d7A21DC271711898c7C8Bf29da1Ed6B8d4BeDD,TBA,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
191,0x17fac2D0148CeE3cDBbAF7dB4e3263B0fFb978f6,TBA,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,0x20CEA84e0b41969856Aa26b0F76591c2A0bEa0e0,TBA,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
191,0x35dBcedf6d1B334ff9d8660E8a79D7B6432CeB44,TBA,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
191,0x405d61dB461FfD5add8513a1a2d20cd1458F940E,TBA,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
191,0x41e923eED6Db6F7fEA6E5dC38270D09425865835,TBA,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
191,0x462cec6eBC9C2EC57E2C66b746A7944af3c0EF85,TBA,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
191,0x729F77cb9889bD6C060325f6f4475e38aFf4F957,TBA,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
191,0x76a6e41b997EFde4946D02b0A99546B6Fd75394e,TBA,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
191,0x7d0BC9Ad579e155b9935719dF2cD88460934457E,TBA,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
191,0x81840Dd9783Fe5AC80978311d3d8E167c6A326A0,TBA,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
191,0x887fb037cA3f3725Fe12c928443ECe0280dde1e1,TBA,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
191,0x891F03CCeD1b149E6E4B9F7D2e18bF7AA386ee1c,TBA,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
191,0xA5d3dFEFAd2ef0FF539567B991A25ba617C30891,TBA,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
191,0xB52CD8C1e096B51dc9A0bdCb4E1c22d8e7ad5623,TBA,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
191,0xCD25BE33a31263B76c30953509058bC429e20060,TBA,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
191,0xE2fc833d3D4d54422b02B02A95Ce4f2Bf6Ea3DeA,TBA,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
191,0xE4774F2dF243e526330a9cfB9998a32Ab1F17378,TBA,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
191,0xEc86C975aEF5dB20323006930a1F34E19107091C,TBA,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
191,0xF11Af8C83Cf984ee53D162a7822C5196d15654A2,TBA,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
191,0xFC92a0656B4Bd7fBf4Cbdf2d7b55c251d738C3d8,TBA,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
191,0xFf7e887F2b7c7594e601ED1C2e44b55bb80F774B,TBA,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
191,0xa4cb51F36289A3Ef8d28dd2B5D05e3ae70ee6c71,TBA,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
191,0xaCAA45646A37f4CAA5Dac321C3362DAdAeE1E893,TBA,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
191,0xb36D3f9eb64053B010C1F82b4D07e8EC391d5Bd3,TBA,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
191,0xeab30C9E3FBEE4Bf4EC2fB97F22EF89d4591f945,TBA,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0
217,0x156AC784BaE328f6aFb6403460145BA8B029d3b5,TBA,38,1,1,1,0,5,1,10,1,1,0,0,1,1,1,1,1,1,1,10
218,0x0ff33fE9BFd306B4973d94c5C02D43fd28fdCae3,TBA,37,1,1,1,0,5,1,10,1,1,0,0,1,0,1,1,1,1,1,10
218,0x525132158d6966AD6BA7b729295a73616a8A06a8,TBA,37,1,1,1,0,5,1,10,1,1,0,0,1,0,1,1,1,1,1,10
218,0x79Bdda65C706CBdA69C0AD4C8da1d3e91724f48D,TBA,37,1,1,1,0,5,1,10,1,1,0,0,1,0,1,1,1,1,1,10
218,0x83bbe9CFCc205bb8E53cBa0b51d6db9386CE58B5,TBA,37,1,1,1,0,5,1,10,1,1,0,0,1,0,1,1,1,1,1,10
218,0xFDD867CC29822F89194F0F9c089f9903183d5423,TBA,37,1,1,1,0,5,1,10,1,1,0,0,1,0,1,1,1,1,1,10
223,0x10495E143d79296d5222497b7245294dc9e2D596,TBA,36,1,1,1,0,5,1,10,1,1,0,0,1,0,1,1,1,0,1,10
223,0x112f0174E51F3039668a9df8783451772EC9DdA9,TBA,36,1,1,0,0,5,1,10,1,1,0,0,1,0,1,1,1,1,1,10
223,0x54cF78C31739B97F87381b19937d13F04DC9819f,TBA,36,1,1,1,0,5,1,10,1,1,0,0,1,0,0,1,1,1,1,10
223,0x6D67d7C698206857689de8EC6621d60cd6A1D79d,TBA,36,1,1,0,0,5,1,10,1,1,0,0,1,0,1,1,1,1,1,10
223,0x757b8564088F39e235e9E5FB57c6FEf37bDD2506,TBA,36,1,1,1,0,5,0,10,1,1,0,0,1,0,1,1,1,1,1,10
223,0x7a0FB632f86a8C8236aC8960b3a9cada3e7E0B30,TBA,36,1,1,1,0,5,1,10,1,1,0,0,1,0,1,1,0,1,1,10
223,0xA200369d36d9a1040bDddDf7F83995220E87211C,TBA,36,1,1,1,0,5,1,10,1,1,0,0,1,0,0,1,1,1,1,10
223,0xF4b40B20572D117EAD7b5ca3C7eFf7d3CBdC4067,TBA,36,1,1,1,0,5,1,10,1,1,0,0,1,0,1,1,0,1,1,10
223,0xb0C0f73f84CE7355E755846C123f0a5848304B52,TBA,36,1,1,0,0,5,1,10,1,1,0,0,1,0,1,1,1,1,1,10
232,0x11E14b7A383F3D7B82dD63da8f9B6B4D6c392B6e,TBA,35,1,1,1,0,5,0,10,1,1,0,0,1,0,0,1,1,1,1,10
232,0x1341df844780b66AF4ccC98Ae0F34be87eABe1d5,TBA,35,1,1,0,0,5,0,10,1,1,0,0,1,0,1,1,1,1,1,10
232,0x25A04Bc7379FAAbc0bE0421DA74191ea51713c8c,TBA,35,1,1,1,0,5,0,10,1,1,0,0,1,0,0,1,1,1,1,10
232,0x408570441054B712a9F8b4c96101915C75e3f044,TBA,35,1,1,1,0,5,0,10,1,1,0,0,1,0,0,1,1,1,1,10
232,0x658191594cdA88744d8158813029420dcf137A32,TBA,35,1,1,1,0,5,0,10,1,0,0,0,1,0,1,1,1,1,1,10
232,0x6E703F9264375b88791c958053Be7834eD49d769,TBA,35,1,1,1,0,5,0,10,1,1,0,0,1,0,1,1,1,0,1,10
232,0x97219Ef57A528c1f28A07A8c028b13C25464AEA9,TBA,35,1,1,1,0,5,1,10,1,1,0,0,1,0,1,1,0,1,0,10
232,0x999b98242f5384E225a02aFceBb5Cfc817559e65,TBA,35,1,0,1,0,5,1,10,1,1,0,0,1,0,1,1,0,1,1,10
232,0x99b17456eD9C3EB3E2F4f292bCB515F8bb9F4640,TBA,35,1,1,1,0,5,1,10,1,1,0,0,1,0,0,1,0,1,1,10
232,0x9C88367275f6eA7d8F0b9416Ee927D22d9Ff7D28,TBA,35,1,1,1,0,5,1,10,1,1,0,0,1,0,0,1,1,1,0,10
232,0x9f834835927a0D9d589620669c0cd16B6AF87D57,TBA,35,1,1,1,0,5,1,10,1,1,0,0,1,0,1,1,0,0,1,10
232,0xD593be7D470Ba396c180229308EDAb4e60b98479,TBA,35,1,1,0,0,5,0,10,1,1,0,0,1,0,1,1,1,1,1,10
232,0xE954F4c5249C505876DEC5324754Ac91471Ecc36,TBA,35,1,1,1,0,5,1,10,1,1,0,0,1,0,0,1,1,0,1,10
232,0xc4DA6319585Ff59912013338108ca895e48Ac733,TBA,35,0,1,1,0,5,1,10,1,1,0,0,1,0,0,1,1,1,1,10
246,0x080BE6ddb9d0E2Afa36F05B2199b06A08826EE4E,TBA,34,1,1,1,0,5,1,10,1,1,0,0,1,0,0,1,0,0,1,10
246,0x2bC12061C8912505978472C21d4a23dB43AF62aA,TBA,34,1,1,1,0,5,0,10,1,0,0,0,1,0,1,1,1,1,0,10
246,0x3c698d1E054A921dcf46Bc213CA407E39AE4Db8d,TBA,34,1,0,1,0,5,1,10,1,1,0,0,1,0,1,1,1,0,0,10
246,0x88B0BE658E72C5518B37cE0A5625D3fD494dBAFA,TBA,34,1,1,0,0,5,1,10,1,1,0,0,1,0,0,1,1,0,1,10
246,0x88E385Def57004Ec13a164F32C9E784594561072,TBA,34,1,1,1,0,5,1,10,1,1,0,0,1,0,1,1,0,0,0,10
246,0x91628188530F7B93919C81eb4D5dFE9D93ECb5bE,TBA,34,1,1,0,0,5,0,10,1,1,0,0,1,0,1,0,1,1,1,10
246,0xB024C97E187892CA5da51eA942f136F72635bF50,TBA,34,1,1,1,0,5,0,10,1,0,0,0,1,0,1,1,1,0,1,10
246,0xC3EE19826F13b3509c8fEDcC5576552c36dd74BC,TBA,34,1,1,1,0,5,0,10,1,1,0,0,0,0,0,1,1,1,1,10
246,0xF37A1e05106bd964E5095B328D6Ac5629a1f6b54,TBA,34,0,1,1,0,5,0,10,1,1,0,0,1,0,0,1,1,1,1,10
246,0xF6A1F53026dC95152269aB4fD5De04CbaffDb528,TBA,34,1,1,1,0,5,1,10,1,1,0,0,1,0,0,1,1,0,0,10
246,0xFA1E7B7113Cdca102df05B2aDC1122A3E99c624a,TBA,34,1,1,0,0,5,1,10,1,1,0,0,1,0,1,1,1,0,0,10
246,0xe3921277177E0B9ACd49f90D6D02A155d6B3a894,TBA,34,1,1,1,0,5,0,10,1,1,0,0,1,0,1,1,1,0,0,10
258,0x2D7Cd1Bdf1d1A03461687F9ac1Ea54E653214Be1,TBA,33,1,1,0,0,5,0,10,0,1,0,0,1,0,0,1,1,1,1,10
258,0x36c0b20c23b8F4229Eb5F955C7e627dA60ce9372,TBA,33,1,1,0,0,5,1,10,1,1,0,0,1,0,0,1,0,0,1,10
258,0x40F518b319cb0EEe96e0E34462b81C4C5a93FD3a,TBA,33,1,1,1,0,5,0,10,1,1,0,0,1,0,0,1,0,0,1,10
258,0x41477A57A8916237A8ff512bA3D9bF487D9cbb79,TBA,33,1,1,0,0,5,1,10,1,1,0,0,1,0,0,1,1,0,0,10
258,0x66633Cc6B84CD127A0bb84864c1a4eA0172469A6,TBA,33,1,1,1,0,5,1,10,1,1,0,0,1,0,0,0,0,0,1,10
258,0x78b8A76BEa31733777556033e2a116df66C4C41C,TBA,33,1,1,1,0,5,1,10,1,1,0,0,1,0,0,1,0,0,0,10
258,0x8b2244bC61c64c2F5BF90D43C3B93ec73C786E3b,TBA,33,1,1,1,0,5,0,10,0,0,0,0,1,0,1,1,1,1,0,10
258,0xA6DD08C2837d27049AC3BC73693D3C09a64Ac41E,TBA,33,1,1,0,0,5,1,10,1,0,0,0,1,0,0,1,1,1,0,10
258,0xBE74C7e1aB368f70531D20D7e404324E29bb89Ff,TBA,33,1,1,1,0,5,1,10,1,1,0,0,1,0,0,0,0,1,0,10
258,0xD9955789F7094b6C0BD5f7E7aCFB046520A6a85c,TBA,33,1,1,0,0,5,1,10,1,1,0,0,1,0,0,0,1,1,0,10
258,0xF3A60FD05491731F6004a88CaA91f7f2dc01461B,TBA,33,1,1,1,0,5,1,10,1,0,0,0,1,0,0,0,0,1,1,10
258,0xcF8373446363216f0daC6ace39cd3dB12cF8689b,TBA,33,1,1,1,0,5,0,10,1,1,0,0,1,0,1,0,0,0,1,10
258,0xe5D71dDF0dD88F2D7eEcFE0A962f3DfE7023CF5C,TBA,33,1,1,1,0,5,1,10,1,0,0,0,0,0,1,1,0,0,1,10
258,0xf64eDB06673EB5be70953BD1ab473b5143B08302,TBA,33,1,0,1,0,5,0,10,1,1,0,0,1,0,0,1,1,0,1,10
272,0x059C91d495b9e460Ae156376337133C39e4Ceb40,TBA,32,1,1,0,0,5,1,10,1,0,0,0,0,0,1,1,1,0,0,10
272,0x0F9093c9d7fAD2829180a745e75a075E92C0E086,TBA,32,1,1,0,0,5,0,10,1,0,0,0,1,0,1,1,1,0,0,10
272,0x161b1d3aB6cFd2b9F42Ec758FD5a9CEbD0808952,TBA,32,1,1,0,0,5,0,10,0,0,0,0,1,0,1,1,1,1,0,10
272,0x3a79822d218D9ab9fd4E5c4c992665F0206bA84f,TBA,32,1,1,0,0,5,1,10,1,0,0,0,1,0,0,1,0,0,1,10
272,0x3cA32Dd3666eD1b69E86B86B420b058cAA8c1aaF,TBA,32,1,1,0,0,5,1,10,1,1,0,0,0,0,0,1,0,0,1,10
272,0x43D891C1b4118B709f3d63E9fC47daAA92E1112E,TBA,32,1,1,1,0,5,1,10,1,1,0,0,0,0,0,0,0,0,1,10
272,0x64Bec522dc88CDAb0D114Fac2Ce42d6Ef7D8dBf8,TBA,32,1,1,1,0,5,1,10,1,1,0,0,1,0,0,0,0,0,0,10
272,0x7f1a47DA846329e08dd7E0Ca9587b38FEEEBDcEA,TBA,32,1,1,0,0,5,0,10,1,0,0,0,1,0,1,0,0,1,1,10
272,0x82883097d45c37b9C5b10515592315251cFB288F,TBA,32,1,1,0,0,5,1,10,1,0,0,0,1,0,0,1,0,0,1,10
272,0xBC227884BA2c5a11bE60b05699d256014638983b,TBA,32,1,1,0,0,5,1,10,1,0,0,0,1,0,1,1,0,0,0,10
272,0xa5CF6dFDb0076Bda220eBE49d5623f4E851183E0,TBA,32,1,1,0,0,5,0,10,1,0,0,0,1,0,1,0,0,1,1,10
272,0xb7aCFf9f8AdF276e89F1a85fe573A7C2e6A63bF6,TBA,32,1,1,0,0,5,1,10,1,1,0,0,1,0,0,1,0,0,0,10
272,0xb7bD544ed9126f7B634F360c12cC994a4F228932,TBA,32,1,1,1,0,5,1,10,1,1,0,0,1,0,0,0,0,0,0,10
272,0xbE08F2D6a0E862d267c8A9ABce0daF647C67A3b4,TBA,32,1,1,0,0,5,1,10,1,0,0,0,1,0,0,1,0,0,1,10
272,0xcDB0d203BA6ef53312C56e3651430fBd46CAFd51,TBA,32,0,1,0,0,5,1,10,1,1,0,0,1,0,1,1,0,0,0,10
272,0xec1f7C4383C403694a98aDAF86c828c70efED4a7,TBA,32,1,1,0,0,5,0,10,1,0,0,0,1,0,1,0,0,1,1,10
288,0x05431cD62F011Cb44Ec803Fe4AC96FAC651CA494,TBA,31,1,1,1,0,0,0,10,1,1,0,0,1,0,1,1,1,1,1,10
288,0x0b493Af26Fa61E5FF84290cA934b7c85E3195505,TBA,31,1,1,0,0,5,1,10,1,1,0,0,0,0,0,0,0,0,1,10
288,0x1Be49f4c800ec9DE69D3D906ADC995c52B9A23D5,TBA,31,1,1,1,0,5,1,10,1,0,0,0,0,0,0,1,0,0,0,10
288,0x20ba40081ee0B8A80D075A167436a80242df7b64,TBA,31,1,0,1,0,5,0,10,0,1,0,0,1,0,0,0,1,1,0,10
288,0x40AC63186d0b997485D02F602e6002BEB1006148,TBA,31,1,1,1,0,5,0,10,1,1,0,0,1,0,0,0,0,0,0,10
288,0x4aCf98E7b380313439d189C94FebE7CCfB4aE745,TBA,31,1,1,0,0,5,0,10,1,0,0,0,1,0,0,0,1,0,1,10
288,0x6C45a98B88b48026Fd7bcc7f21D7C35a73c6ac99,TBA,31,1,1,1,0,5,0,10,0,0,0,0,1,0,0,1,1,0,0,10
288,0x773E38db30035ead0650B20D85732f1cEFA7A1fe,TBA,31,1,1,0,0,5,0,10,1,1,0,0,0,0,0,1,1,0,0,10
288,0x7809719aEE3DA29B85cF226C85CCDCC211c4a6B1,TBA,31,0,1,1,0,5,1,10,1,0,0,0,1,0,0,0,0,0,1,10
288,0x9A3B2361ff56AC88888e69034251EF171b9d9FbE,TBA,31,1,1,1,0,5,0,10,1,0,0,0,1,0,0,0,0,0,1,10
288,0xD7972B7f3C94BbA5d0DCF78B5edfDfB94e62E20D,TBA,31,1,0,1,0,5,1,10,0,1,0,0,1,0,0,1,0,0,0,10
288,0xDA98c0b455A679d67E75A1eFd85BBc20DbA38658,TBA,31,0,1,1,0,5,1,10,1,0,0,0,1,0,0,1,0,0,0,10
288,0xDCDE313436C5eB2985a9E5acB5f7B652b9902EF2,TBA,31,1,0,1,0,5,1,10,1,0,0,0,1,0,0,0,0,0,1,10
288,0xE8995aeE06F518dE9865917ead8AA489D1034649,TBA,31,0,0,1,0,5,1,10,1,1,0,0,1,0,0,0,0,0,1,10
288,0xFb083fdFf8a086e55Bdf4Ccc5BC7A0bc765F4c5e,TBA,31,1,1,0,0,5,1,10,1,0,0,0,1,0,1,0,0,0,0,10
288,0xaa68629C5104711BAf98Ad600CE4F297B22edEcc,TBA,31,1,1,0,0,5,1,10,1,1,0,0,0,0,0,0,0,0,1,10
288,0xb16fD9113C315861b0E543c075400dA90451CfA6,TBA,31,1,1,1,0,5,0,10,0,0,0,0,1,0,0,1,1,0,0,10
288,0xbBA58B57dA6c6A89aA64Fc0D534Db505366dc5b9,TBA,31,1,1,1,0,5,0,10,1,1,0,0,0,0,0,1,0,0,0,10
288,0xd65902904b489512b522E07aCf83Aa2f6A533D65,TBA,31,0,1,0,0,5,1,10,1,1,0,0,1,0,0,0,0,0,1,10
288,0xd9cf6912c1ae6626F83f28D2549Fd35c04ebc8bE,TBA,31,1,1,1,0,5,0,10,0,0,0,0,1,0,0,1,1,0,0,10
308,0x1998f627ad0F5904165b1796c4b111492365Dad2,TBA,30,1,1,0,0,5,0,10,0,0,0,0,1,0,0,1,1,0,0,10
308,0x2Bf7145B9dA25567569C15C57758E6A13BBc00f2,TBA,30,0,1,1,0,5,0,10,1,0,0,0,1,0,0,1,0,0,0,10
308,0x69e463844Ff530ED20fA8D426799575Fa9C01c56,TBA,30,1,1,0,0,5,0,10,0,0,0,0,1,0,1,0,0,1,0,10
308,0x6d4DD78C7009A1D3EEaB95411Ade857a705E3eBe,TBA,30,1,1,0,0,5,0,10,1,0,0,0,0,0,0,1,1,0,0,10
308,0xAf72E36d1d16aE80b6811a99909cb92396d18777,TBA,30,1,1,1,0,0,0,10,1,1,0,0,1,0,1,1,1,1,0,10
308,0xE73052aA21B655c70F4Aaa1F947f793C4bF7a95D,TBA,30,1,1,0,0,5,1,10,1,0,0,0,0,0,1,0,0,0,0,10
308,0xE7b2815Fb6A39fb6bb81c2ad72a2248F7517537C,TBA,30,1,1,1,0,5,0,10,0,1,0,0,1,0,0,0,0,0,0,10
308,0xaf45524B83fAd0a9C21C4Bd3b19743151DAe7Cc1,TBA,30,0,1,1,0,5,0,10,1,0,0,0,1,0,0,1,0,0,0,10
308,0xdbfEaF48cBaD9b9B9AA3d46642c8cC65bBE73E88,TBA,30,1,0,0,0,5,1,10,1,1,0,0,1,0,0,0,0,0,0,10
317,0x01a2B6c749b778053bC81551E23675F0aEe641DC,TBA,29,1,1,0,0,0,0,10,1,1,0,0,1,0,1,1,1,0,1,10
317,0x0743542070891051861f8D0a4550f97B43B0B89a,TBA,29,1,1,1,0,0,0,10,1,0,0,0,1,0,1,1,1,0,1,10
317,0x1d1DC008ef7E70acc6251858710fE2C7D4e8e431,TBA,29,1,1,0,0,0,0,10,1,1,0,0,1,0,1,1,1,0,1,10
317,0x1feFd8BDd364eaf012599fc3AFA3D38469368458,TBA,29,0,0,0,0,5,1,10,1,1,0,0,0,0,0,1,0,0,0,10
317,0x2Bf08f2E7bf56A5aA496ccC0D71a1D86e4b2910a,TBA,29,1,1,1,0,0,0,10,1,1,0,0,1,0,0,1,0,1,1,10
317,0x38afAEdb78E2A0018860b06FE231292184CA14c3,TBA,29,1,1,1,0,0,1,10,1,1,0,0,0,0,0,1,0,1,1,10
317,0x45E13B5680B07Cb88dC5781Dfb79C66e4773E2E9,TBA,29,1,1,1,0,0,1,10,1,1,0,0,1,0,0,1,0,1,0,10
317,0x47ea9e812f39bc26F95Cbf1fc36230558492133d,TBA,29,1,0,1,0,0,0,10,1,1,0,0,0,0,1,1,1,1,1,10
317,0x6c543fbAfc5A4dF7B85ecd09fF5eb3B5Ebf21e5d,TBA,29,1,1,1,0,0,0,10,1,0,0,0,1,0,0,1,1,1,1,10
317,0x7babefFca22C2079569d573E7bFfbDA93368868e,TBA,29,1,1,1,0,0,0,10,1,1,0,0,1,0,0,1,0,1,1,10
317,0x7d5E6E52443433BB8df673844b16a391D770d001,TBA,29,0,1,0,0,5,0,10,1,0,0,0,1,0,0,0,0,1,0,10
317,0x8055F8af78DaDCbcC80a18EbaF9927f2Cb8930EA,TBA,29,0,1,1,0,5,0,10,1,0,0,0,1,0,0,0,0,0,0,10
317,0xC0E96A12f4B8F0aB8057449b80200C251C502f79,TBA,29,1,1,0,0,0,1,10,1,1,0,0,1,0,0,1,1,0,1,10
317,0xFC07314df7dA17Fa9e8B1CB2B238B37C2038acd3,TBA,29,1,0,0,0,5,1,10,0,0,0,0,1,0,0,1,0,0,0,10
317,0xd39785493E981ff6dbB7a8959E468A08541A41F0,TBA,29,1,1,1,0,0,0,10,1,1,0,0,1,0,1,0,1,0,1,10
317,0xd64b30D41bE28bAA86da483724E8B30954D857F9,TBA,29,1,0,1,0,5,0,10,1,0,0,0,0,0,0,0,0,0,1,10
317,0xe3D871d389BF78c091E29deCe83200E9d6B2B0C2,TBA,29,1,1,1,0,0,1,10,1,1,0,0,1,0,0,1,0,0,1,10
317,0xf3284a18B5BaaFcFFe6E0635F5452F7f5a2A7dA4,TBA,29,1,0,1,0,0,0,10,1,1,0,0,1,1,1,1,0,0,1,10
335,0x0Be9cD8A94A328831B60a5245A154Ab23130E516,TBA,28,1,1,1,0,0,0,10,1,1,0,0,1,0,0,1,0,0,1,10
335,0x11B9dd6d3129Eb740011b1A948aDCbCB67758a10,TBA,28,1,1,1,0,0,0,10,1,0,0,0,1,0,1,1,0,0,1,10
335,0x1D54eE6c2e15B168F35a578Ca2BCf49F6A46c473,TBA,28,0,1,1,0,0,0,10,1,1,0,0,0,0,1,1,0,1,1,10
335,0x22c9783EFa52eAD1208f7F353226588C9aD6c5A3,TBA,28,1,1,0,0,0,0,10,1,1,0,0,1,0,0,0,1,1,1,10
335,0x261BA6fBca6884374F8bc30a329a294B7814feed,TBA,28,0,0,0,0,5,1,10,1,1,0,0,0,0,0,0,0,0,0,10
335,0x27c26ed7612D613e8011B01bD02754CDDE6898b0,TBA,28,1,1,0,0,5,0,10,1,0,0,0,0,0,0,0,0,0,0,10
335,0x47378d02AD49aA73DB8FA6f4fD187142da3B47B5,TBA,28,1,0,1,0,0,0,10,0,1,0,0,0,1,1,1,1,0,1,10
335,0x50b7b1cA8ae1C78810F4255eB382e29322c184e7,TBA,28,1,1,0,0,0,0,10,1,1,0,0,0,0,1,1,1,0,1,10
335,0x511d4Ff6305B22EA3cFA5e7669E65cf180A2C3Fa,TBA,28,0,1,1,0,0,1,10,0,0,0,0,1,0,1,1,1,0,1,10
335,0x5C72B98aa0C0fEe089e7bf4019c509d880E4199b,TBA,28,0,0,1,0,0,1,10,1,1,0,0,1,0,0,1,1,1,0,10
335,0x76ce075e6CcB713099dEe965F4124fb204c741ab,TBA,28,1,0,1,0,0,0,10,1,1,0,0,1,0,1,1,0,0,1,10
335,0x98488C8A8005E8cae743d571d2a0f87DB288Ea99,TBA,28,1,1,1,0,0,0,10,1,1,0,0,1,0,0,1,0,0,1,10
335,0xA0cc04B4356B7b8db816030E8bf1977bBd75ECFD,TBA,28,1,1,0,0,0,1,10,1,0,0,0,1,0,1,1,0,0,1,10
335,0xA2D35E418814A8b6367c66a5ac2FEc8ea16332b2,TBA,28,1,1,1,0,0,0,10,1,1,0,0,1,0,0,1,0,1,0,10
