#,Address,OP,Points,Alpha Gal,Ape Warrior Redux,Base of Bored,Bored 101,Bored Council,Bored Survivors,Bored Town,Bored WOW,Catens,Faceless Portraits,Faceless Totz,Mangmoom,MONO is Bored,Nova Ape,NovaNaut,Robonaut,RoboSkull,The Vintract,Zkalien
14232,0xc93c4E576c7578fd81CF04170B428ba85e9c862f,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xc9413ADD978539c1Ff7d9F129E19F7478958DD07,TBA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xc94c9888cA7F4AdEBD8D2e3a0c3422c0244D6c2a,TBA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xc9575CC2E586240FEAC464961Cbe382a5146FA43,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xc95C13dBcEa9Cd2192238beC2F3aeA2e44901d96,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xc95bB75edaEBa9329777E07CF84d4FC84EB85578,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xc9683525b69D30032171425F97a9D9d1fE230C5A,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xc977D3c82fDFf3009Bb5911a30D0a98193818Fc5,TBA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14232,0xc977fA30AEC3D6713007f58399f881dEF2813460,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xc97a4BdCEBFCd1e3B0495691fc7A2E91d53E249d,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xc97f5ceda63570eFAc0e8d884E77c0Fa1f6b28C7,TBA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14232,0xc986cdE72A2f91dfDE731A6f933C702c108cC1a4,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xc98B6B02bEbE0F1C3C5ad97Bf153cD0E0574B1E3,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xc992885d22d4e6cDa9CE83a8A52e30247c859dC8,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xc99C01351ad5a9DfcaD6c6D70003f490BcC353CA,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xc9Aa0eDB826931E9F938A2e9DaAb301b95302b46,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xc9Cb494A72A7943Ad81DbB9974f14938a33DE34c,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xc9E1cd4278147FCc91B44Ab12A77B129b726Fb29,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14232,0xc9Ed14a171F9fdb65c34D57B94f7f85654Be0102,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xc9F7A606CC3a0a0FF6Ee4eB09Ecca6feE76f3B8e,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xc9a5098A1f39218C58b9BA33971B6d35aA59c881,TBA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xc9bd228D4e0298FD453484f3ff23A5aD5e1dc98e,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xc9d6C550D76f69D07482C651B225E8D48D250cDB,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xc9d7Cb562deA2d55b9170D582550d5f63372222b,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xc9dF16331A5729b60D71Bb567477ddE269c4fB6C,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcA36951B8A6E1A0568BdeB82383e84BE9Af49b0c,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcA42209cac136c20cE976184e4e27Dbc99380c83,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcA5C5382b3c67654b6e8c27Ce10c0Af8C46Fd94f,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcA6801524bfcADb4c180164cCB76ddB82e51337D,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcA7DDbc8EC13cC691E5145a26d0f655ED5df51Ec,TBA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14232,0xcA8520612cc5d6674601b830dF880F3D5dDdCae8,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcAD2Bfa256Bc37F03c47099f465a8AD09D5b444d,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xcADaA055AAda68A2C2a5aeAcbD808BaEaBC8504F,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xcAE5233B9cadE29bf3e2F5516320a7510452443d,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcAEFd832536143E6c7985ca78F1e17Fd0b05c4bf,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcAcAfb5B875E2DC9Ca4620B112E9277973De9C69,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xcAe40ff383AabA1706f8a66E70b32492F2c328e9,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14232,0xcB305e31d605dF759728c7C431fefc6E94E14710,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14232,0xcB41Bc549Cc08c97F61dC936335333574188AdFB,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcB424d5f31231358ca102E62D6678D45dfDc4B4C,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcB5C4636fcd9652e1da1c5840343B65b4534B5Cb,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcB6504D92A52195C0c4d0c55b80a5cD72000535F,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcB6755ecEcD0e4bf3049e1d1F86527Db6EDE9AAc,TBA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14232,0xcB6ABF5e44D4e9C9fb9BF89D50DF32A8C801cF0b,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14232,0xcB70aA1B424a0ED377945D5FA5D22A2956270163,TBA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14232,0xcB8Cd583Bc3c901d7946cC2Bd165bEFb309bB003,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcBBE7F8A9Cc614F79018AF15bC91b27212B76Ab4,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcBC10D5A2Dcb2308Ea24c4475ADD41A3574945FB,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcBF4eaE43fE670045835c5368234cb6E64441eba,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcBd325a8f08EE9f2cecb916a033285AeaeA35F65,TBA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcBe20C4E266D9D5898820d283e003348538495Ec,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xcBf878c15A011411C7CcAbF68Cc0Fb19318b81d3,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xcC0d8f409B149b92c089B5a9177331338671501c,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcC16d6D124510FC6Ba78B25264d4b6499a6aBe02,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcC204CEdca5C7092F28FAe67A3b027cB8bA2F1B6,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcC2C385F4c3346e97ee1F6C0869e7e49B07E0a4B,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xcC2fFE03AEf5aE5943e7B81C3e3844506554Ad6A,TBA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14232,0xcC7430e5684B5083f92c8b9509800C430075a1cD,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcC78D2f004c9DE9694FF6a9BBDEE4793D30F3842,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xcC949382dfDd1EE8529e1C37a82c026Ae6b55EFC,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcC982C45c627f3521b5230a5b48Ef7ca6d07dC7D,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcC9a5CDeFf2D022a9E910c4C1C7c78E6be666a36,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcCACcdfc67076C6C4043d9f23b9cdFEDa08171A8,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcCcd971bef17B7E9e006c45788771d5437aB1C23,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcD43BC9ee0a6f61A1F070B61CaD07ef7ef0B9E54,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14232,0xcD4b1B73Adb11634F3e21fD747F3AF40111574E5,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcD75942b66C1a82d7e04f65A34cE7f93791fA8A8,TBA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14232,0xcD7A7726bF220183c250c8d0f15E4617652150b9,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcD8A8a191aF65B2A87FAFD23aF45E13d113EF9e1,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcD8F0B7a1Bbe1226D1D628e1c76f18a796d992b0,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcD8b198aB35717f14EADa74727be7387CCA37871,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcD943423471cEB60FbDAe4DdD3261129FdE02782,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xcD9aA0F51ae128575af8b62e14c5B2E2Baf8a153,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcDAD251A06e5fE28E4070A340210334bb275701A,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcDAe6AA2D0947902de64b6A2f045a21613e15Da0,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcDCCAe06A822e90B4A1BF61C33B009d8a65d39b8,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcDD9Ea6F3a7B298fdE5419db647b69C1f9e194c2,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14232,0xcDb3C28afDf41835C3fD67b74F55fBcCAe82243F,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14232,0xcDb3f5e6E05920Cd1d5cfBa2C85Ce5F701E30dFf,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcDe36912C3c2d000B991255C17f1FBe0668F46eD,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcE438352f8ff80A9b66fC2A4c6353D760b3dc14b,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcE4966edBf7b7c007eA9558CC6C30Fd2b5686788,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcE840053fe2f65AaA5e8706d1C703490565fe2AB,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14232,0xcE9231B114f57A1E3E63F8f8aa3aE198a1eB685b,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcEA555DFE7e28559a5c6059f7FD391d0CD502B1E,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcEF6A21f270CaF9309A7b69bB8B8f75364093399,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcEF9C71fe1c8F1D811497da80A7fCF192c2FC118,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcEFad8b5BBD6179e5255bf5bfcC9C54ef42cd4A0,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcF486e7A0C7d6B0BF4e3B9feA73524cE2cE3195A,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14232,0xcF63675a9211D835aCaE23478C2c988D1bCA9F2E,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcFBA17ec05FDc4E95dAA2277892224Fa4fF367BA,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcFCaE18405eA99f8e4B7FED93016196E166aDd15,TBA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcFEE57aC521E68759CEa2020F7682FFC483bF4f3,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcFb8E2085FC6b4c66C795a9B754A79bc19F1D4fE,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcFcd11114044ab656dA30D102bA32aD9E04Ee21b,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xca164a8e2930121793A14f9906e9E5E21305B2f7,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xca23713547EEF88E75fb4278AF5ab45Ccd6fb062,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xca2a9DAAe6D92F0340D99C27a28665501E07861b,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xca483EeA17c4dF405E4FD5d8f232DA42E71aE5E2,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xca7Ee9EE98Fe6bBcd494566f88BBCE95EBdA0C18,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xca9452F22D1BCE2520433A1E183B659E6bF72FE6,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14232,0xcaA26B5E62500B82ecd61290D456a4AbEE9dE5e7,TBA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14232,0xcaBc810d30eab11344E5f66cEbE679c811e8e593,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14232,0xcaFc0Bb26EbF488724ac1d8C4C4548C7880762DF,TBA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcaf55e518EAF9463bc7cE7B4C5e73B60775753F5,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xcb31aed3a112367D9fd61c5ad33eB5140f22B630,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcb5C35C53F6B8BB21436ff7Ba3fd82057B3a5b9C,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcb7c91f13C5B9761DC5D190FCFD60f7207fA20AD,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcb81FcaF0f2Acd8939A00250378877CdaA3635BA,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcb8523CE4f16B93b4D963A1E8571aA4Fc13e94D4,TBA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14232,0xcbEd5852fa20A741b6f39231637607b0C5bEDBec,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcbF576a7B4892be3d79bB9cD88d444267752948d,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcbaFf289b6D828eaE1cd6a670Dd86792216117FA,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcbb6Dda25329DB6abfB1a33dF6545498E2DF0E78,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcbd12D45dAD7796a4f405001B8968D61742465a6,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcbf2997810E75FecD9c60c9B7F6eC6a8bB310ce8,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xcbf4F0f7d1fECF82350509C740222BE0824bb769,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcbfD753800dAfA56D2cBa5e6A35b19c6aDF18C98,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcc06c8f2ed38C79c82AcedacBdCcc0dEB5383B6E,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xcc226061d881Dc0495A6e0F9665F2B9f7FdAeE3D,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcc329BC78972773F0e89459d6a6621f280Ba131a,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcc34c37816e164178cE290dd480Bb1B766B58D3C,TBA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14232,0xcc4e252bf7B82718F2A0e37D4FB3d64225CCb09c,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcc59457cD9b5113b7A59E5c4C2D2Ba6A2231997c,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcc7444CAEc9061E2B6225dDF6D76a775a2561d57,TBA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14232,0xcc9073c44AA42048DC6BEc970dbA45e986FC024A,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xcc93E4fCE7A2Aa2Fe9DD5579d9776eCBd931B8Bd,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xccE5cb351E0C320C743AC81d6248D4DDD2306894,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcca74d55Ee066Ff72e000f31c2A49EaF3E0AAa34,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xccb59210dfd52965cbc43A40905d582E458eCb8b,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xcd0010286BABcf651193D582d267BAF6Fd46e19D,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xcd0b67a61E5e8F4616c19e421e929813B6D947df,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcd1bFFD48B16F9107F028AA7F67EA2d5d46FF6eD,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcd438a98a6a6cD46056C6b951e64204522B92743,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xcd471efE46cA89aA008B516066E355c393e79337,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcd544E90C31f1203063BE4cEd2F23324aC061d58,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcd5C1BB777C937d993bC5E16E48B1669bEcc77aa,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xcd700225094a2fd5844e77Eb9957902E4c06D4ec,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcd8855BD01B208a502127Bf7ca69e281c67479Ac,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcdCc30a8f207AF7aCaE7D0a18db526e5C9BbF236,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcdE5c5c9A2Dd6891ea88d09Ed5B31831F7D767Ad,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcdE9F471B7705a0b8d3fb0436A1527182f0b179B,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcde06dA28876CdbF56bfD851a982b63493eEaf3d,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcdf9CaE0a0385CBbfAde232532BedE5e33295388,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14232,0xce05FF20B152AE0ca257687625FE103d1280B886,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xce15e3CbFBbE2fd955FBBb773D5CED7dbC22Cff4,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xce2F3600d79EA3608fEB1EA0f51a88bFC7d485c7,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xce3E7D6269d55F12C7b83D1bF5ABeDCd23c8b3aD,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xce430a8F1382E7A6156064779515d36a2C5101aF,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xce48F45101789562fa65bEBDD1CFA0671D34De89,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xce6843f98AC8D936bEa7c2333804d92CBD8E556a,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xce74026F15cB3BddA7f0CAa0f11B84747A702008,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xce8348452eDC77B5b8F0EBC38aE521550E55B565,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14232,0xce8DB0807E110ac3Fcb0a7a3522390c00FD94C87,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xce8b57ea641cD73F0333cdA11A5ff7bC627c89BE,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xce9020Cd8A3C60f19e327a588B8282984724C65c,TBA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xce90F7f63fb5C7CAA43bD6A9108949112397fEAf,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xceAE5841Dc392A1E11A2A5C9018B79452b4B10a7,TBA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xceAfBDdF9711DA7a8285939F9A11a286964665DB,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xceF35Ca88dEC8d83Ca6CaE75DD429D7d08c11548,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcf18A3fBAD9B18355A6977Dd8C89e74684eA61Ac,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xcf3976b83d0DaDb8Cc6C365e1Bc9956015d3d038,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcf4798d0D502139F0D45bEcF9DfBee8Ce9f2C16a,TBA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14232,0xcf595cA1d9572f8fd0a26aEAf7418f9D3e859c20,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcf5A3eBb74e597413bc54d068eF611FFAbC06b26,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xcf7975b9FABC5793c2ca79ac138B35Af63474c6f,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xcf8E24538E6e8c6D7cA711F84539aEac0892e28b,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14232,0xcf914B8DD9AF9b2a2a9B9C1C9899Fe4E3e99C7c5,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcf9b5cb8AeC81d8aEab6CF4e62DE238E6a7f82d7,TBA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcfDf8731A165944e8d583C3C8EA82d4FAC4127A9,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcfba8941747188C434885f9FBcFdb4c3aA3506b2,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xcfcFF0C915DFF5EaB2dD3C992D8A254ED4A143Ca,TBA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14232,0xcfdBc9d350a04CeCa68a4A62e63266846Ef91db1,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xcff79C6f8Af27a066d39898487861c05fC70e4AE,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14232,0xd0045683967e9E036b033BBE700d81cD916cd1E5,TBA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14232,0xd00EDe114e5AAC58ae5a6Ee3dabbC677FB0168E6,TBA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
